adult,backdrop_path,created_by,episode_run_time,first_air_date,genres,homepage,id,in_production,languages,last_air_date,last_episode_to_air,name,next_episode_to_air,networks,number_of_episodes,number_of_seasons,origin_country,original_language,original_name,overview,popularity,poster_path,production_companies,production_countries,seasons,spoken_languages,status,tagline,type,vote_average,vote_count
FALSE,,[],[23],2020-11-17,[],,206885,TRUE,[],2020-11-17,"{'id': 3853979, 'name': 'Episode 1', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2020-11-17', 'episode_number': 1, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 206885, 'still_path': None}",아웃백앤언더,,[],1,1,['KR'],ko,아웃백앤언더,,0.0928,/gn4wsejIlEWo8gHKMRUw0TE3mTA.jpg,[],[],"[{'air_date': '2020-11-17', 'episode_count': 1, 'id': 302442, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,,[],[],,[],,47930,FALSE,[],,,"Ready When You Are, Mr. McGill",,[],0,0,[],en,"Ready When You Are, Mr. McGill","Ready When You Are, Mr. McGill is a feature length TV drama, written by Jack Rosenthal. ITV produced two versions, in 1976 and 2003. The 1976 version was the first in a series of six single television plays called ""Red Letter Days"" each of which showed the events in a single, special day in someone's life. The 2003 version was a remake which was partly rewritten by Rosenthal.",0.0479,,[],[],[],[],Ended,,Scripted,10,1
FALSE,/hQU4WakGxvIk5eXt9ITObxDME6C.jpg,"[{'id': 3916223, 'credit_id': '679126cb2d61c33e63e007b0', 'name': 'Louis-Philippe Chagnon', 'original_name': 'Louis-Philippe Chagnon', 'gender': 0, 'profile_path': None}]",[22],2025-01-21,"[{'id': 99, 'name': 'Documentary'}]",,282743,TRUE,['fr'],2025-01-21,"{'id': 5931284, 'name': 'Episode 2', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2025-01-21', 'episode_number': 2, 'episode_type': 'standard', 'production_code': '', 'runtime': 22, 'season_number': 1, 'show_id': 282743, 'still_path': None}",Le Grand Saut : Le pari de Justine Dufour-Lapointe,,"[{'id': 1312, 'logo_path': '/gnz7VENDBQfKeaJWDdT4f8O0bpG.png', 'name': 'ICI TOU.TV', 'origin_country': 'CA'}]",2,1,['CA'],fr,Le Grand Saut : Le pari de Justine Dufour-Lapointe,,0.0256,/8BTFrkRbsZSbVLEydo5ZQBWNiSO.jpg,"[{'id': 177412, 'logo_path': '/bKra68ezsOuaRPH1quYiFTT3RXj.png', 'name': 'AVANTI │TOAST', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]","[{'air_date': '2025-01-21', 'episode_count': 2, 'id': 439291, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Returning Series,,Documentary,0,0
FALSE,/ezLCPBtGzjP5EE4FF5iV4fxEuVy.jpg,[],[],2017-12-18,"[{'id': 99, 'name': 'Documentary'}]",,92192,FALSE,['zh'],2017-12-23,"{'id': 1882184, 'name': 'Episode 6', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2017-12-23', 'episode_number': 6, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 92192, 'still_path': None}",有个学校叫南开,,"[{'id': 1598, 'logo_path': '/yO8JAd7A0v1liJvHhRKKn04kFfW.png', 'name': 'CCTV-9', 'origin_country': 'CN'}]",6,1,['CN'],zh,有个学校叫南开,,0.1466,/4EeLPFqfAFy7aq1sDG1crnFCAaE.jpg,"[{'id': 111015, 'logo_path': '/Af5KJyfW08KQn4CvNBS8gn5suny.png', 'name': 'CCTV Record International Media', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]","[{'air_date': '2017-12-18', 'episode_count': 6, 'id': 129492, 'name': 'Season 1', 'overview': '', 'poster_path': '/4EeLPFqfAFy7aq1sDG1crnFCAaE.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Ended,,Scripted,9,1
FALSE,/l4fEqyHpxhDhdKWsphJU7sGHq5w.jpg,[],[],2019-01-01,"[{'id': 16, 'name': 'Animation'}, {'id': 10762, 'name': 'Kids'}]",,284356,TRUE,[],2019-06-25,"{'id': 5981835, 'name': 'Episode 26', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2019-06-25', 'episode_number': 26, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 284356, 'still_path': None}",炫斗小Q,,[],26,1,['CN'],zh,炫斗小Q,,0.0143,/yIeVSAUCIGIjrEfflXey8Y3fyRl.jpg,[],[],"[{'air_date': '2019-01-01', 'episode_count': 26, 'id': 442507, 'name': 'Season 1', 'overview': '', 'poster_path': '/yIeVSAUCIGIjrEfflXey8Y3fyRl.jpg', 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,,[],[47],1993-10-15,"[{'id': 18, 'name': 'Drama'}]",,271746,FALSE,['ja'],1993-12-24,"{'id': 5604908, 'name': 'Episode 11', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '1993-12-24', 'episode_number': 11, 'episode_type': 'standard', 'production_code': '', 'runtime': 47, 'season_number': 1, 'show_id': 271746, 'still_path': None}",True Love Is,,"[{'id': 160, 'logo_path': '/lUACMATs6jcscXIrzNCQzbvNVN5.png', 'name': 'TBS', 'origin_country': 'JP'}]",11,1,['JP'],ja,徹底的に愛は…,"Set amid the fascinating setting of the Ministry of Foreign Affairs, this drama follows the lives of a couple�a young woman passionately in love with a married man, and a young man battling with his feelings of inferiority in his relationship with an elite woman, despite his good heart and commitment to his work. The stories of their yearnings and passion are artfully drawn in sharp contrast to the romantic yarns of popular magazines.",0.9222,,"[{'id': 1393, 'logo_path': '/lUACMATs6jcscXIrzNCQzbvNVN5.png', 'name': 'TBS', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]","[{'air_date': '1993-10-15', 'episode_count': 11, 'id': 419002, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Ended,,Scripted,0,0
FALSE,,[],[],1965-07-18,"[{'id': 10762, 'name': 'Kids'}]",,242017,FALSE,['de'],1965-07-18,"{'id': 5015797, 'name': 'Episode 1', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '1965-07-18', 'episode_number': 1, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 242017, 'still_path': None}",Märchenraten mit Kasperle und René,,"[{'id': 308, 'logo_path': '/nGl2dDGonksWY4fTzPPdkK3oNyq.png', 'name': 'Das Erste', 'origin_country': 'DE'}]",6,1,['DE'],de,Märchenraten mit Kasperle und René,,0.0261,,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]","[{'air_date': '1965-07-18', 'episode_count': 6, 'id': 370960, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Canceled,,Scripted,0,0
FALSE,/useQao88dxM6yWvqvAv2yZfuIlY.jpg,"[{'id': 1645476, 'credit_id': '62d3d7f49f51af0768b86a51', 'name': 'Ha Myung-hee', 'original_name': 'Ha Myung-hee', 'gender': 1, 'profile_path': '/gzMMmhqBRj1Z9eYUmu4dKtwmTY8.jpg'}]",[70],2022-04-02,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",https://program.kbs.co.kr/2tv/drama/beautifulnow,196532,FALSE,['ko'],2022-09-18,"{'id': 3635452, 'name': 'Out Of Time', 'overview': ""Soo Jung's health deteriorates, and she gets admitted to the hospital. Everyone worries for her well-being, especially Hyun Jae, who is determined to convince Kyung Ae and Soo Jung to accept his decision to be the liver donor. Fortunately, Kyung Ae has a change of heart, and she decides to talk with Soo Jung."", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2022-09-18', 'episode_number': 50, 'episode_type': 'finale', 'production_code': '', 'runtime': 70, 'season_number': 1, 'show_id': 196532, 'still_path': '/3oZNM3Lr66LktIACznXUE1H4r1y.jpg'}",It's Beautiful Now,,"[{'id': 342, 'logo_path': '/nFmWwUAf2D3iAtizUcmkxufaM0q.png', 'name': 'KBS2', 'origin_country': 'KR'}]",50,1,['KR'],ko,현재는 아름다워,Three brothers search for marriage partners in order to win the apartment offered by their family elders.,2.9605,/9AQ94tFirqWX8Ob9Z1ycM7upCoD.jpg,"[{'id': 126468, 'logo_path': '/bPL10u0CNVqmSovalrbcZiwWvre.png', 'name': 'Content Zium', 'origin_country': 'KR'}, {'id': 75153, 'logo_path': None, 'name': 'DramaHouse', 'origin_country': 'KR'}, {'id': 86981, 'logo_path': '/bS5ofUgzygOa5BE8sY3of7v8RmP.png', 'name': 'JTBC Studios', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]","[{'air_date': '2022-04-02', 'episode_count': 50, 'id': 285832, 'name': 'Season 1', 'overview': 'Kyung Chul is the grandfather and spiritual leader of the Lee family. He became a widower at a young age and also lost his daughter. When he was at his lowest, he adopted Min Ho, and the two have maintained a strong familial bond ever since. Along with Kyung Chul, Min Ho and his wife Kyung Ae want their three sons, who have all grown up to be decent young men with good jobs, to get married and have bustling families soon. Kyung Chul makes his grandsons a big offer. The first one to get married will get an apartment.', 'poster_path': '/9AQ94tFirqWX8Ob9Z1ycM7upCoD.jpg', 'season_number': 1, 'vote_average': 7.3}]","[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Ended,,Scripted,7.7,7
FALSE,/3cQeXO3fnfJs0DqjMs18F1UJJN1.jpg,[],[70],2015-10-30,[],https://www.m6.fr/polonium-p_5346,296026,FALSE,['fr'],2015-10-30,"{'id': 6381934, 'name': 'Episode 1', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2015-10-30', 'episode_number': 1, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 296026, 'still_path': None}",Polonium,,"[{'id': 4749, 'logo_path': '/tFhW21mdzHa0gz58gWfhYa5Uvg.png', 'name': 'Paris Première', 'origin_country': 'FR'}]",1,1,['FR'],fr,Polonium,,0.2885,/3fZexzHOlAZjV2pdG9wUBuWlnDX.jpg,"[{'id': 56648, 'logo_path': None, 'name': 'Téléparis', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]","[{'air_date': '2015-10-30', 'episode_count': 1, 'id': 465387, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Canceled,,Talk Show,0,0
FALSE,/76HpiSECSq2biBWtLc1w3c7Xkvy.jpg,[],[],2017-10-19,[],https://www.dropout.tv/the-schining,253540,FALSE,[],2017-10-30,"{'id': 5322363, 'name': 'Hiding in the World’s Worst Hedge Maze', 'overview': 'Heavy on the hedge, light on the maze.', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2017-10-30', 'episode_number': 6, 'episode_type': 'finale', 'production_code': '', 'runtime': 5, 'season_number': 1, 'show_id': 253540, 'still_path': '/cWtipGdHlg0gUnOlWUYvMrMebvn.jpg'}",The sCHining,,"[{'id': 447, 'logo_path': '/qtOgRuzVgP8skW96UmIYSIj61f4.png', 'name': 'CollegeHumor', 'origin_country': 'US'}]",6,1,['US'],en,The sCHining,"When the gang take a writer's retreat, a homicidal Trapp becomes hell-bent on producing just one damn sketch. Meanwhile, haunted by premonitions, Sam valiantly dawdles.",0,/aFU7QGAMIvcTVbMP0UktO5Cm8dq.jpg,[],[],"[{'air_date': '2017-11-01', 'episode_count': 1, 'id': 392217, 'name': 'Specials', 'overview': '', 'poster_path': None, 'season_number': 0, 'vote_average': 0.0}, {'air_date': '2017-10-19', 'episode_count': 6, 'id': 392216, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Ended,,Scripted,0,0
FALSE,,[],[],2018-02-18,"[{'id': 99, 'name': 'Documentary'}]",,262862,TRUE,[],2018-04-15,"{'id': 5553660, 'name': 'Episode 12', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2018-04-15', 'episode_number': 12, 'episode_type': 'standard', 'production_code': '', 'runtime': 15, 'season_number': 1, 'show_id': 262862, 'still_path': None}",זן נדיר,,[],12,1,['IL'],he,זן נדיר,,0,/zH1g9GK6sxbAYWMp0J58b4Oo19R.jpg,[],[],"[{'air_date': '2018-02-18', 'episode_count': 12, 'id': 408459, 'name': 'Season 1', 'overview': '', 'poster_path': '/zH1g9GK6sxbAYWMp0J58b4Oo19R.jpg', 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,/l8AZRGh9lJdw1GH7fbJBqJKobwC.jpg,[],[],2012-10-11,[],https://www.tv-tokyo.co.jp/jikkuri_kiitarou/,112328,TRUE,['ja'],2012-10-11,"{'id': 2483345, 'name': 'Episode 1', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2012-10-11', 'episode_number': 1, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 112328, 'still_path': None}",Yoso de iwantoite,,"[{'id': 98, 'logo_path': '/jnuO8pZNEBLEq5YaOP1f5OkmG91.png', 'name': 'TV Tokyo', 'origin_country': 'JP'}]",1,1,['JP'],ja,じっくり聞いタロウ～スター近況㊙報告～,"A late-night variety show that invites guests from various fields to share their experiences, uncover the truth behind major past events, and reveal behind-the-scenes stories from the entertainment industry.",1.5962,/dYS2Uejj8l16HIhXFyJuodhuhaS.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]","[{'air_date': '2012-10-11', 'episode_count': 1, 'id': 167172, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Returning Series,,Scripted,0,0
FALSE,,[],[],2011-06-15,[],,72437,TRUE,[],2011-06-15,"{'id': 1330427, 'name': 'Episode 1', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2011-06-15', 'episode_number': 1, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 72437, 'still_path': None}",Face au volcan tueur,,[],1,1,[],fr,Face au volcan tueur,,0,/fk6zqwaSkEoGiqeVAAPaHbeR9SK.jpg,[],[],"[{'air_date': '2011-06-15', 'episode_count': 1, 'id': 89693, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,,[],[30],,[],,34910,FALSE,['en'],,,Stratusfaction,,"[{'id': 23, 'logo_path': '/zjgqkIvBURbwoHbHhmnzaTFyZgR.png', 'name': 'CBC Television', 'origin_country': 'CA'}]",0,0,[],en,Stratusfaction,Stratusfaction was a Canadian music variety television series which aired on CBC Television in mid-1973.,0.0193,,[],[],[],"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,,Scripted,0,0
FALSE,,[],[30],2019-11-13,"[{'id': 99, 'name': 'Documentary'}]",,95445,TRUE,['nl'],2019-11-13,"{'id': 1983710, 'name': 'Episode 1', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2019-11-13', 'episode_number': 1, 'episode_type': 'finale', 'production_code': '', 'runtime': 30, 'season_number': 1, 'show_id': 95445, 'still_path': None}",Dit is Nederland,,"[{'id': 1334, 'logo_path': '/Ov29JztLk1yyMVe1FeuknzDYbL.png', 'name': 'Videoland', 'origin_country': 'NL'}]",1,1,['NL'],nl,Dit is Nederland,,0.0143,/kXmeIn3uqYavkoVG1EppL37JV3v.jpg,[],"[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]","[{'air_date': '2019-11-13', 'episode_count': 1, 'id': 135798, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",Returning Series,,Scripted,0,0
FALSE,,[],[],2023-01-27,[],,219210,TRUE,['ko'],2023-01-27,"{'id': 4194943, 'name': 'Episode 1', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2023-01-27', 'episode_number': 1, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 219210, 'still_path': None}",우리가 몰랐던 세계 - 진상월드,,[],1,1,['KR'],ko,우리가 몰랐던 세계 - 진상월드,,0,/9OQG77iVlw6Ufcw03nemg5doYjc.jpg,[],[],"[{'air_date': '2023-01-27', 'episode_count': 1, 'id': 326331, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Returning Series,,Scripted,0,0
FALSE,,[],[],,[],,20515,FALSE,[],,,Flipside TV,,[],0,0,[],en,Flipside TV,"Flipside TV was a television programme broadcast by Channel 4, Nation 277 and Paramount in the United Kingdom. It was presented mainly by Richard Bacon and guest hosts, including Justin Lee Collins and Iain Lee. The format was created by David Owen and Jay Pond-Jones based on an original idea by Chas Bayfield, which had been posted on the free ideas website Idea A Day.

The show was broadcast live and included a presenter and three guests, each with their own television and digital satellite receiver. The guests would ""flip"" through the many hundreds of satellite channels looking for something interesting. If something interesting was found, whatever it was then broadcast live on the show with the guests providing their own mainly comic commentary. Before its disappearance, Flipside TV had a daily slot for two weeks on Channel 4, where it was normally broadcast between midnight and 2am, and a ten-week slot on Paramount.",0,,[],[],[],[],Ended,,Scripted,1,1
FALSE,/rKpFB6ZmkQe4hUjTTmbi0tPMoyL.jpg,[],[],2025-02-26,[],,288053,TRUE,[],2025-02-26,"{'id': 6089856, 'name': 'Docucast Five: Cruise Ship to the Future', 'overview': ""A fresh lead possibly sheds light on Satoshi's identity and why he disappeared"", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2025-02-26', 'episode_number': 7, 'episode_type': 'standard', 'production_code': '', 'runtime': 27, 'season_number': 1, 'show_id': 288053, 'still_path': '/6lIvQYkUhzsrSIMDc5fXAr26sbH.jpg'}",Mystery of the Bitcoin Billionaire,,[],7,1,['US'],en,Mystery of the Bitcoin Billionaire,"It's the biggest mystery in tech: who is Satoshi Nakamoto, elusive creator of Bitcoin? Gabriel Gatehouse investigates the man, the coin, and what it means for the future of democracy.",0,,[],[],"[{'air_date': '2025-02-26', 'episode_count': 7, 'id': 449455, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,/wNQdjsCT8vfjBnxQTwWBZOxbp7K.jpg,[],[60],2017-07-11,"[{'id': 99, 'name': 'Documentary'}, {'id': 80, 'name': 'Crime'}]",http://www.history.com/shows/american-ripper,72813,FALSE,['en'],2017-08-29,"{'id': 1357644, 'name': 'The Grave', 'overview': ""H.H. Holmes' grave is exhumed in an attempt to prove that he pulled off one final swindle and escaped his own execution."", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2017-08-29', 'episode_number': 8, 'episode_type': 'finale', 'production_code': '', 'runtime': 60, 'season_number': 1, 'show_id': 72813, 'still_path': None}",American Ripper,,"[{'id': 65, 'logo_path': '/9fGgdJz17aBX7dOyfHJtsozB7bf.png', 'name': 'History', 'origin_country': 'US'}]",8,1,['US'],en,American Ripper,"American serial killer H.H. Holmes has a dark legacy. Now, through his grandson's research, it may be that Holmes and Jack the Ripper are one in the same.",0.2332,/fXB0J9A1BQLcTNKOSqs2rbyy4jh.jpg,"[{'id': 23945, 'logo_path': '/cgAs0fwMAmrE6arrNSlqAIZ6OXT.png', 'name': 'Magilla Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'air_date': '2017-07-11', 'episode_count': 8, 'id': 90440, 'name': 'Season 1', 'overview': '', 'poster_path': '/fXB0J9A1BQLcTNKOSqs2rbyy4jh.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,,Scripted,5.2,16
